TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB,Y
56.55,57.1,50.14,50.3,80.7,79.7,87.05,86.1,85.34,70.03,56.48,56.76,71.07,19.11,171.5,-119.5,57.54,56.95,2.486,1.899,56.33,3.592,0.9789,268.8,215.7,7.9,4.2,42.4,37.5,90.2,104.7,6.2,48,5.6,127.7,37.2,67.2,64,61,8.759,3.506,8.323,20,0,122.2,115.6,160.8,122.4,6.3,6.8,30,0,100,38.45,49,56,36.28,58.15,74.04,57.75,57.33,28.85,59.67,179.5,cf1
58.51,60.3,51.17,51.7,75.38,73.1,82.83,80.8,80.96,72.81,58.57,59.09,81.78,20.52,89.4,-28.15,65.57,66.09,4.663,5.177,58.73,3.925,0.8957,263.4,214.3,9.4,5.8,42.3,37.4,86.6,98.3,7,48.3,6.5,122,35.1,61.7,69,66,1.748,0.608,7.814,20,0,121.2,115.3,157.8,119.6,7.8,8.6,60.81,20.54,100,100,57,56,38.11,58.02,68.31,62.91,60.32,47.88,43.09,68.7,cf1
60.27,60.3,51,50.6,74.03,74.3,82.95,83.5,80.59,73.84,59.63,60.36,98.24,25.99,74.33,-2.083,82.85,77.15,6.5,0.7914,67.3,4.328,0.8123,264.2,214.5,8.8,6.4,41.6,36.7,89.9,104.2,10.4,47.3,5.7,115.7,25.8,67.5,78,75,13.22,3.826,6.952,20,0,120.2,114.7,163.3,125.6,9.2,10.1,67.01,21.34,100,100,57,56,38.27,58.02,69.95,64.84,62.45,52.3,65.2,-10.02,cf1
60.19,60.5,50.51,50.4,74.89,74.9,84.18,84.2,81.98,74.86,59.55,60.4,101.9,24.1,78.1,-0.2795,87.18,81.43,7.655,1.903,68.7,4.462,0.788,263.2,216.2,8.9,6.5,41.5,36.6,90.7,105.7,10.2,46.8,5.3,114.7,24,68.5,79,76,16.85,4.702,6.86,20,0,119.2,114,160.8,123.7,9.3,10.1,68.22,22.15,100,100,57,56,43.43,58.02,70.48,65.21,62.65,46.43,71.86,-11.21,cf1
60.43,60.6,50.55,50.3,75.22,75.4,84.67,84.7,82.43,75.19,59.76,60.56,104.1,24.64,79.74,-0.2799,88.72,82.62,7.262,1.162,69.76,4.471,0.7863,264.2,215.5,8.8,6.3,41.2,36.3,91,106.2,10,46.8,5.3,115.1,23.7,70.4,81,78,15.7,4.288,6.677,20,0,118.1,113.3,163.3,126.2,9.3,10.3,69.43,22.95,100,100,57,56,46.59,57.94,70.48,65.53,62.94,47.16,67.11,-9.551,cf1
60.52,60.6,50.55,50.4,75.42,75.4,84.96,84.8,82.64,75.35,59.84,60.65,105.3,25.63,80.45,-0.7331,88.86,82.8,7.213,1.155,70.41,4.437,0.7924,265.1,214,9.2,6.4,41.2,36.3,91.2,106.7,10.2,46.6,5.6,115.1,23.9,70.4,82,79,12.43,3.357,6.586,20,0,117.6,112.7,162.3,125.6,9.8,10.2,70.64,23.76,100,100,57,56,46.75,57.94,70.15,65.74,63.1,50.36,65.62,-7.724,cf1
60.64,60.8,50.59,50.4,75.58,75.6,85.16,84.9,82.8,75.48,59.92,60.77,105.6,26.04,80.79,-1.184,90.44,83.96,7.65,1.165,71.19,4.467,0.7871,264.7,216.1,9.6,6.7,40.8,35.9,91.5,107.2,10.5,46.4,5.4,115.3,23.6,71.1,84,80,17.73,4.772,6.496,20,0,116.7,112.2,163.3,126.7,9.2,10.4,71.85,24.56,100,100,57,56,46.91,57.9,70.24,65.94,63.31,50.66,69.6,-10.37,cf1
60.68,60.8,50.43,50.3,75.71,75.7,85.41,85.4,82.97,75.64,59.96,60.85,106.4,26.78,80.3,-0.7283,91.76,85.31,7.975,1.526,72.28,4.463,0.7878,263.1,214.8,9.1,6.6,41.2,36.3,92,108.2,10.7,46.4,5.4,115.3,22.9,71.9,86,82,20.96,5.605,6.317,20,0,116,111.6,162.3,125.7,9.7,10.5,73.05,25.37,100,100,57,56,47.07,57.86,70.15,66.15,63.43,52.28,70.36,-16.4,cf1
60.6,60.6,50.27,50.1,75.79,75.7,85.61,85.4,83.13,75.72,59.84,60.73,108.8,27.5,82.01,-0.7349,92.47,85.65,7.971,1.158,72.6,4.478,0.7852,265.7,214.8,8.9,6.8,41.2,36.3,92.2,108.7,10.2,46.4,5.2,115.1,22.9,71.9,85,81,15.27,3.994,6.406,20,0,115.7,111.3,162.3,125.9,9.7,10.7,74.26,26.17,100,100,57,56,47.23,57.86,70.03,66.19,63.39,54.22,68.27,-11.82,cf1
60.64,60.8,50.43,50.3,75.71,75.6,85.45,85.3,82.97,75.64,59.88,60.81,106.8,27.22,80.29,-0.7281,92.32,85.44,8.426,1.541,72.39,4.484,0.7841,263,217,9.8,6.4,40.6,35.6,91.7,107.7,10.7,46.4,5.8,115.3,23.9,72.6,84,80,21.56,5.744,6.496,20,0,115.3,110.9,161.8,125.5,9.7,10.4,75.47,26.98,100,100,57,56,47.4,57.86,69.74,66.39,63.51,54.97,70.12,-16.89,cf1
60.72,60.9,50.55,50.4,75.75,75.6,85.45,85.3,82.97,75.64,59.96,60.89,106.6,27.29,80.47,-1.178,91.15,84.33,8.353,1.528,72.73,4.407,0.7979,263.6,215.1,10,6.7,40.4,35.4,92,108.2,10.7,46.3,5.9,115.7,23.7,72.8,85,81,18.52,4.941,6.406,20,0,114.9,110.5,164.2,127.9,9.6,10.5,76.68,27.79,100,100,57,56,47.56,57.86,69.87,66.6,63.67,54.53,68.54,-12.65,cf1
60.8,60.9,50.55,50.4,75.79,75.9,85.57,85.4,83.05,75.72,60.04,60.93,107.2,27.66,80.24,-0.7271,92.01,85.18,7.995,1.162,72.81,4.443,0.7914,262.9,215.4,9.8,6.7,40.6,35.6,92.2,108.2,10.9,46.3,5.8,116,23.5,72.6,86,82,19.5,5.174,6.317,20,0,114.5,110.3,162.3,126.2,9.5,10.5,77.89,28.59,100,100,57,56,51.72,57.82,69.99,66.64,63.76,54.53,66.54,-16.17,cf1
60.8,61.1,50.55,50.6,75.79,75.7,85.57,85.4,83.05,75.72,60.04,60.93,107.3,27.69,80.34,-0.728,92.54,85.66,8.041,1.168,72.87,4.465,0.7875,263.2,216.7,10,6.8,40.4,35.4,92.2,108.7,10.9,46.3,6,116.2,23.8,73.4,86,82,20.95,5.554,6.317,20,0,114.5,110.1,162.8,126.9,9.7,10.7,79.09,29.4,100,100,57,56,47.88,57.82,69.62,66.72,63.76,56.3,65.07,-17.44,cf1
60.68,60.6,50.22,50.3,75.87,76.2,85.82,84.8,83.21,75.72,59.84,60.77,108,28.31,81.33,-1.61,94.09,86.5,8.384,0.7967,59.23,5.585,0.6295,260.6,216,9.5,4.6,40.8,35.8,89.4,103.2,7.6,46.4,5.6,115.7,26.3,67.8,68,65,10.22,2.692,7.914,20,0,114,109.8,160.3,123.2,8.8,10.3,80,0,100,67.93,49.79,56,60,57.82,69.42,66.68,63.67,58.57,66.92,-16.58,cf1
60.84,60.9,52.39,52.5,75.26,75.4,83.28,83.2,80.92,72.98,60.08,60.97,88.29,25.98,87.36,-25.06,75.91,69.07,8.003,1.163,59.82,4.461,0.7881,264.1,215.6,10.1,5.7,42.3,37.4,88.9,102.3,8.9,48.5,6.2,116.9,27.8,64.6,70,67,16.29,5.249,7.715,20,0,114,109.6,163.3,122.8,7.8,8.4,60,0,100,55.52,48.55,56,50,57.78,68.48,66.72,63.84,58.28,66.6,55.31,cf1
59.74,59.1,51.49,51.1,75.99,75.9,83.89,83.7,81.08,71.18,58.81,59.66,86.44,30.76,108.4,-52.69,74.58,66.21,7.687,-0.681,59.62,4.398,0.7995,262.6,217.1,9.3,5.2,41.8,36.9,88.9,102.3,8.9,48,6.2,116.7,27.8,65.2,70,67,17.91,5.891,7.715,20,0,113.8,109.4,159.3,121.3,7.8,8,75,0,100,43.1,47.31,56,54,57.82,66.92,65.74,62.69,81.12,60.54,102.2,cf1
57.4,56.9,50.1,49.8,76.85,76.8,83.89,83.5,81.2,68.15,56.44,57.41,78.09,29.82,144.8,-96.56,65.94,57.22,8.782,0.05979,55.32,4.191,0.839,266.2,216.7,8.6,4.5,41.5,36.6,88,100.8,7.5,47.3,6,117.6,29.6,64.5,65,62,12.59,4.584,8.219,20,0,113.8,109.4,160.8,123.7,6.5,7.1,80,0,100,32,47,56,55,57.78,66.92,63.73,60.69,78.29,69.16,161,cf1
56.67,57.2,50.68,50.8,75.95,75.7,81.89,81.5,79.81,67.21,55.95,57,65.77,22.99,139.7,-96.93,53.81,47.34,9.47,3.001,51.61,3.666,0.9591,266,215.5,8,4.2,42.8,37.9,86,96.8,6.8,48.2,5.5,120.4,34.2,58.9,59,57,9.57,4.138,8.75,20,0,113.3,109.2,159.8,121,5.8,6.4,75,0,100,32,47,56,38,57.74,68.23,63.12,60.11,52.58,75.59,175.8,cf1
56.95,57.2,50.68,50.6,76.12,76.2,82.21,82,80.14,67.37,56.15,57.17,67.63,23,141.6,-96.99,55.9,48.76,9.024,1.881,51.44,3.821,0.9201,266.1,213.7,8.8,4.3,41.8,36.9,86.3,97.8,6.8,48.2,6.4,120.4,34.4,60.7,59,57,10.21,4.293,8.75,20,0,113.3,109,159.3,121.3,5.8,6.6,75,0,100,32,47,56,48,57.78,69.25,63.24,60.19,48.11,71.07,174.5,cf1
56.91,57.2,50.59,50.4,76.2,76.2,82.21,82,80.18,67.33,56.11,57.12,66.77,22.57,142.6,-98.42,56.5,49.33,9.061,1.889,51.17,3.882,0.9058,266.3,214.5,9.1,4.3,41.5,36.6,86.3,97.8,6.9,48.2,6.6,120.7,34.4,60.7,59,57,15.07,6.418,8.75,20,0,113.6,109.2,162.3,125.2,6,6.6,80,0,100,32,47,56,48,57.74,68.8,63.2,60.19,48.94,72.33,174.2,cf1
56.91,57.1,50.59,50.6,76.2,76.2,82.26,82,80.18,67.33,56.07,57.08,67.1,22.98,142.4,-98.24,57.11,49.49,9.159,1.54,51.24,3.919,0.8971,265.8,216.9,9,4,41.6,36.7,86,97.3,7.2,48,6.4,120.7,34.7,60.6,59,57,16.12,6.834,8.75,20,0,114,109,161.3,121.6,5.8,6.5,75,0,100,32,47,56,48,57.74,68.8,63.2,60.15,49.83,72.13,173.4,cf1
56.83,56.9,50.51,50.4,76.2,76.2,82.21,82,80.14,67.21,55.99,57,66.5,22.93,143,-99.38,56.53,48.99,9.067,1.525,51.2,3.882,0.9057,265.2,214.7,8.8,4,41.6,36.7,86,97.3,7.1,48,6.4,120.4,34.7,60.6,58,56,16.16,6.912,8.86,20,0,113.8,109,157.3,119.9,6,6.5,80,0,100,32,47,56,48,57.74,68.64,63.08,60.11,50.47,73.37,174.3,cf1
56.63,56.8,50.31,50.3,76.16,76,82.21,82,80.14,67.08,55.87,56.8,66.92,22.92,144.3,-100.2,56.77,49.93,8.37,1.53,51.26,3.894,0.903,265.1,215.6,8.7,4,41.6,36.7,85.7,96.8,6.9,47.8,6.4,120.4,34.7,60.6,59,57,15.56,6.614,8.75,20,0,113.8,108.8,158.8,120.8,6,6.5,80,0,100,32,47,56,42,57.78,68.52,62.91,59.87,51.22,65.91,173.4,cf1
56.5,56.6,50.22,50.3,76.2,76,82.21,81.8,80.18,67.04,55.74,56.67,66.49,22.47,145.2,-101.2,56.11,49.31,8.325,1.523,51.18,3.855,0.9121,265.2,214.5,8.8,4.2,41.5,36.6,86,97.3,6.6,47.8,6.2,120.2,34.4,60.6,58,56,14.67,6.277,8.86,20,0,113.8,109,162.3,124.9,5.6,6.3,80,0,100,32,47,56,42,57.78,68.68,62.79,59.74,49.47,65.56,175.2,cf1
56.46,56.6,50.14,50.1,76.12,76.2,82.13,81.8,80.14,66.96,55.7,56.63,66.61,22.06,145.9,-101.4,56.9,50.05,8.388,1.533,51.1,3.915,0.898,265.7,216.1,8.3,4.2,41.8,36.9,86,97.3,6.5,47.7,6.2,120.2,34.5,60.6,59,57,16.95,7.238,8.75,20,0,114,109.2,159.8,122.2,5.6,6.5,80,0,100,32,47,56,48,57.78,68.6,62.75,59.7,48.93,66.06,174.6,cf1
56.42,56.6,50.14,50,76.12,76,82.17,82,80.14,66.96,55.66,56.63,67.2,22.56,146.2,-101.6,56.32,49.49,8.724,1.895,51.14,3.872,0.9081,266.2,215.3,8.5,3.7,41.6,36.7,85.7,96.8,6.8,47.8,6.3,120.2,34.2,60.2,59,57,12.9,5.458,8.75,20,0,113.8,109.4,159.8,122.2,6,6.5,80,0,100,32,47,56,42,57.82,68.72,62.71,59.7,49.65,69.64,176.1,cf1
56.38,56.6,50.14,50.1,76.16,76,82.21,81.8,80.18,67,55.66,56.63,67.21,22.56,146.2,-101.6,56.31,49.8,8.779,2.277,51.22,3.865,0.9097,266.3,216.6,8.5,3.9,41.5,36.6,85.7,96.8,6.6,47.7,6.1,120.2,34.7,60.1,58,56,12.88,5.45,8.86,20,0,113.8,109.4,162.3,121.9,5.8,6.3,80,0,100,32,47,56,42,57.82,68.97,62.75,59.7,48.57,69.14,175.6,cf1
56.42,56.6,50.1,50.1,76.16,76,82.21,82,80.14,66.92,55.66,56.59,67.29,23.04,146.9,-102.6,56.59,49.78,8.343,1.526,51.19,3.887,0.9045,266.6,214.9,8.3,3.7,41.8,36.9,85.7,96.8,7.1,47.7,6.2,120.4,34.5,61.2,59,57,13.58,5.74,8.75,20,0,113.8,109.4,162.8,125.4,6.1,6.6,80,0,100,32,47,56,42,57.82,68.76,62.71,59.7,50.53,66.6,176.2,cf1
56.38,56.6,50.1,51.2,76.28,77.6,82.01,80.2,80.22,66.96,55.62,56.55,63.49,19.81,146.9,-103.3,56.26,49.43,8.347,1.526,36.07,5.484,0.6411,265.9,215,7,2.4,44.6,39.8,82.9,91.8,2.9,48.5,3.9,120.4,37.5,51.7,42,40,10.62,4.756,10.89,20,0,113.8,109.4,159.3,118.5,2.4,5,35,0,100,10,47,56,41.97,57.82,68.97,62.55,59.66,42.65,69.47,176.5,cf1
55.23,55,51.9,51.7,77.06,76.8,80.5,80.2,78.71,61.19,54.84,55.28,38.27,19.9,195,-176.7,29.86,26.34,3.948,0.4265,38.35,2.738,1.284,267.2,215.1,8.4,2.4,43.3,38.5,81.8,91.3,3.2,50.3,7.1,132.9,50.5,52.8,45,43,8.805,6.545,10.46,20,0,114.2,109.6,158.8,118.8,3.4,3.3,35,0,100,10,47,56,41.77,57.78,68.52,56.89,56.39,44.48,94.75,231.1,cf1
53.88,53.4,50.55,50.1,76.61,76.5,80,79.7,78.22,59.67,53.53,53.85,37.62,19.8,205.4,-187.6,29.64,26.51,2.826,-0.3055,38.14,2.733,1.287,265.8,213.6,7,2.1,43.1,38.2,81.8,89.9,3.4,49.5,6.6,136.5,55.3,51.2,44,42,10.09,7.627,10.6,20,0,114.9,109.8,158.8,119.6,3.3,3.3,45,0,100,10,47,56,41.56,57.82,68.23,55.38,54.71,45.65,67.83,231.5,cf1
52.86,53.2,50.22,50.6,75.87,75.2,78.69,77.8,77.52,58.89,52.71,53.15,31.47,13.08,207.6,-189.2,23.59,22.27,3.941,2.625,34.71,2.389,1.472,267.5,214.8,7.2,2,43.2,38.3,79.8,86.4,1.9,49.6,6.5,139.4,60.2,47.4,40,39,6.985,6.313,11.04,20,0,115.3,110.1,158.3,119.1,2.4,2.8,40,0,100,10,47,56,21.36,57.82,68.76,54.6,53.97,28.69,94.59,238.8,cf1
53.11,53.4,50.51,50.4,75.62,75.4,78.45,78.4,77.23,58.93,53,53.4,31.19,13.42,202.2,-184.4,23.31,22.35,3.589,2.634,36.02,2.275,1.545,265.1,215.6,7.2,2,43.2,38.3,80.4,87.4,3.4,49.8,6.6,143.2,62.6,48.6,42,40,8.302,7.57,10.89,20,0,116.2,110.7,158.8,119.6,2.8,2.9,45,0,100,10,47,56,24.16,57.86,70.52,54.77,54.13,25.43,86.13,235.8,cf1
52.9,52.8,49.98,49.8,75.99,75.9,78.94,78.9,77.64,58.81,52.71,53.07,32.56,14.33,208.1,-189.9,26.28,24.59,3.224,1.532,36.23,2.551,1.378,265.2,215.9,6.8,1.5,43.2,38.3,80.4,87.4,3.7,49.3,6.1,142.3,61.6,49.4,43,41,14.17,12.38,10.74,20,0,117.1,111.1,156.8,117.3,3,3,45,0,100,10,47,56,27.96,57.9,69.66,54.6,53.93,29.24,77.38,233.9,cf1
52.66,52.7,49.77,49.8,75.87,75.7,78.78,78.3,77.56,58.69,52.43,52.87,32.37,13.54,210.3,-191.5,25.92,23.86,3.963,1.902,33.03,2.759,1.274,267.4,216,6.4,0.9,43.6,38.8,79.5,85.9,2.7,49.3,5.7,142,62.5,46.4,38,37,10.36,9.099,11.36,20,0,117.6,111.8,158.3,118.3,2.6,2.7,45,0,100,10,47,56,23.76,57.9,69.87,54.48,53.72,27.15,95.12,237.1,cf1
53.23,53.3,50.59,50.4,75.38,75.6,78.16,78.3,76.91,58.89,53.08,53.44,30.93,13.96,200.2,-183.2,23.68,22.35,3.221,1.899,35.85,2.322,1.514,266.8,215.6,6.6,2.4,44,39.2,80.1,87.9,3.6,50.1,6,145.4,65.3,48.4,42,40,10.36,9.53,10.89,20,0,118.1,112,158.8,118.5,2.7,2.7,45,0,100,10,47,56,23.56,57.9,70.69,54.97,54.17,26.2,77.32,237,cf1
53.06,53.2,50.31,50.4,75.87,75.9,78.73,78.6,77.56,58.89,52.88,53.24,31.82,13.04,207.4,-188.6,24.79,23.1,3.223,1.532,35.33,2.467,1.425,266.7,215.8,7.3,1.8,43.1,38.2,80.4,87.4,3.9,49.6,6.5,144.3,63.6,49.7,42,40,10.62,9.491,10.89,20,0,118.8,112.7,159.3,120.1,2.9,2.8,45,0,100,10,47,56,27.36,57.94,70.4,54.77,54.05,25.12,77.34,236.9,cf1
53.11,53.2,50.27,50.3,75.87,75.9,78.73,78.9,77.56,58.93,52.88,53.24,31.9,13.07,207.5,-188.6,25.46,23.41,3.214,1.16,35.62,2.513,1.399,267.3,215.1,7,1.5,43.3,38.5,80.4,87.4,3.6,49.6,6.1,143.6,63.2,48.2,42,40,12.97,11.56,10.89,20,0,119.2,112.9,157.8,117.8,3,2.9,45,0,100,10,47,56,27.16,57.94,70.44,54.77,54.05,25.1,77.13,237.1,cf1
53.06,53.2,50.35,50.4,75.79,75.7,78.61,78.3,77.4,58.93,52.88,53.24,31.45,13.53,205.6,-187.7,24.41,22.72,3.221,1.531,35.29,2.432,1.446,267.3,215.6,7.5,2.1,42.9,38,80.4,87.4,3.4,49.8,6.9,144.7,63.9,49.4,40,39,10.56,9.555,11.04,20,0,119.9,113.1,158.3,119,2.6,2.9,45,0,100,10,47,56,22.96,57.98,70.19,54.77,54.05,26.59,77.3,237.8,cf1
53.15,53.3,50.43,50.4,75.83,75.9,78.65,78.6,77.48,59.02,53,53.36,31.18,12.96,203.9,-185.7,24.27,22.95,3.202,1.887,35.47,2.406,1.462,265,214.3,7.2,1.8,43.3,38.5,80.4,87.4,3.4,50.1,6.9,145.1,64.7,49.7,42,40,11.17,10.19,10.89,20,0,119.9,113.3,156.8,117.5,2.6,2.9,45,0,100,10,47,56,26.75,57.98,70.52,54.85,54.13,24.81,76.85,235.2,cf1
53.19,53.3,50.43,50.4,75.87,75.7,78.69,78.7,77.52,59.02,53,53.36,31.44,13.07,206.1,-187.7,24.64,22.96,3.203,1.523,35.46,2.443,1.439,267.3,214.4,7.3,1.5,43.3,38.2,80.7,87.9,4,50,6.9,144.7,64,48.4,42,40,11.55,10.44,10.89,20,0,120.4,113.8,156.8,117.6,3,2.9,45,0,100,10,47,56,22.55,57.98,70.32,54.85,54.13,25.43,76.88,237.5,cf1
53.19,53.3,50.39,50.4,75.95,75.9,78.73,78.7,77.6,59.02,53,53.36,30.99,12.62,207,-188.6,25.13,23.44,3.218,1.53,35.49,2.489,1.412,267.3,215.4,7.2,2,43.2,38.3,80.4,87.9,3.6,50.1,6.8,144.3,64.3,49.4,42,40,14.87,13.64,10.89,20,0,120.4,114.2,159.3,119.8,2.8,2.9,45,0,100,10,47,56,26.35,57.98,70.52,54.81,54.09,24.15,77.24,237.1,cf1
53.15,53.3,50.39,50.4,75.91,75.9,78.73,78.7,77.56,59.02,52.96,53.32,31.39,13.05,206.2,-187.8,24.62,22.94,3.2,1.521,35.47,2.44,1.441,266.8,214.2,7.1,2,43.2,38.3,80.7,87.9,3.6,50,6.8,144.7,63.9,49.1,42,40,11.66,10.56,10.89,20,0,120.7,114.5,157.3,117.8,3,3,45,0,100,10,47,56,26.15,57.98,70.4,54.77,54.09,25.22,76.8,237.1,cf1
53.15,53.3,50.39,50.4,75.87,74.7,78.78,78.3,77.6,59.02,52.96,53.36,32.31,13.05,206.7,-187.4,24.6,22.92,3.563,1.885,38.65,2.237,1.571,266.9,214,7.5,1.2,42.8,37.9,79.5,85.9,2.5,50,7.1,144.7,65.2,48.4,43,41,11.54,10.16,10.74,20,0,120.9,114.7,157.8,119.3,3.7,3,80,50,100,27.76,48,56,40,57.98,70.52,55.3,54.05,24.98,68.62,237.3,cf1
55.77,56.5,50.43,50,72.8,72.5,78.08,78.7,76.25,64.91,55.13,56.1,59.1,20.47,126.9,-88.28,47.77,42.06,8.705,2.99,49.49,3.394,1.036,268.6,214.8,6.9,3.9,43.1,38.2,82.6,91.3,6.6,48.5,5.4,132,49.1,52.2,55,53,9.653,4.646,9.199,20,0,121.2,114.9,161.3,122.3,6,6.5,80,50,100,44.31,48,56,38,58.02,67.66,63.49,59.5,51,52.37,179.6,cf1
57.61,58.6,50.92,50.8,72.39,72.2,78.82,79.4,77.15,68.64,56.85,58.03,69.66,18.05,92.27,-40.66,59.93,53.11,10.55,3.727,54.29,3.881,0.9059,260.1,215,9.1,5.5,41.8,36.9,84.9,95.3,8.6,48.5,6.7,119.7,34.8,58.1,64,61,20.08,8.199,8.323,20,0,120.7,114.9,159.3,121.4,7.4,7.7,80,50,100,60.86,48,56,38,57.94,68.11,65.29,61.5,42.61,66.89,110.4,cf1
59.17,59.7,50.84,50.8,71.65,70.8,79.68,79.2,77.31,71.1,58.2,59.5,88.15,25.94,68.33,-6.127,75.13,66.41,11.73,3.015,59.73,4.422,0.795,263.7,216.5,9.6,6,41.5,36.3,85.2,95.8,8.5,47.7,6.5,114.5,29.5,59.5,70,67,13.94,4.499,7.715,20,0,119.5,114.9,161.3,124.1,8.4,8.9,80,100,100,100,56,56,73,57.98,64.13,69.1,63.76,101.2,52.72,7.418,cf1
59.41,59.6,50.39,50.3,70.96,70.8,79.47,79.5,76.74,70.81,58.04,59.5,93.92,30.11,65.45,-1.636,81.1,68.74,13.16,0.7952,61.3,4.652,0.7559,264.7,215.7,9.3,5.8,40.8,35.9,85.2,95.8,9,46.8,6,112.2,27,60,71,68,16.22,4.913,7.617,20,0,118.8,114.2,160.8,124.1,8.6,9.5,80,100,100,100,56,56,73,57.86,62.99,69.63,64.45,140.9,61.01,-13.3,cf1
59.08,59.3,50.02,50,70.71,70.4,79.31,79.2,76.58,70.64,57.75,59.21,95.23,30.24,65.73,-0.736,81.28,69.31,13.13,1.161,60.57,4.718,0.7452,265.9,215.2,9.2,6,40.8,35.8,85.2,95.8,9,46.6,5.8,111.3,26.4,59.5,71,68,11.53,3.442,7.617,20,0,117.8,113.6,162.3,125.9,8.8,9.3,80,100,100,100,56,56,73,57.78,62.82,69.01,64.04,143.8,63.38,-14.5,cf1
58.84,58.9,49.77,49.8,70.51,70.3,79.06,78.7,76.33,70.44,57.5,58.97,94.36,30.11,64.99,-0.7321,81.19,69.24,13.11,1.159,60.1,4.75,0.7402,264.7,215,9,5.6,40.4,35.4,84.3,94.3,9,46.3,5.7,111.1,26.6,59.9,70,67,13.8,4.158,7.715,20,0,116.9,113.1,159.8,123.9,8.4,9.3,85,100,100,100,56,56,70,57.74,5.02E-15,68.65,63.76,12.52,64.36,-17.31,cf1
58.67,58.8,49.61,49.5,70.34,70,78.86,78.7,76.17,70.24,57.34,58.76,93.95,29.67,65.47,-1.184,81.11,69.17,12.74,0.7923,60,4.753,0.7397,264.8,214.8,9.2,5.6,40.3,35.3,84.6,94.3,9,46.1,5.8,110.7,26.3,59,70,67,14.84,4.494,7.715,20,0,115.7,112.4,159.8,123.7,8.6,9.3,85,100,100,100,56,56,70,57.74,62.82,68.52,63.55,139.9,61.47,-14.97,cf1
58.55,58.6,49.49,49.5,70.22,70.1,78.73,78.4,76.05,70.11,57.18,58.64,94.23,29.75,65.66,-1.187,81.4,69.05,13.15,0.7951,60.07,4.764,0.738,265.6,215.5,9.2,6.2,40.3,35.3,84.6,94.8,8.4,45.9,5.8,110.5,26.5,58.5,70,67,14.98,4.523,7.715,20,0,115.3,111.8,161.8,126,8.4,9.1,85,100,100,100,56,56,70,57.69,62.78,68.36,63.43,140.3,64,-13.71,cf1
58.39,58.6,49.36,49.3,70.1,69.8,78.65,78.4,75.92,70.03,57.05,58.52,94.46,30.14,65.06,-0.7328,81.1,69.1,13.16,1.163,59.93,4.758,0.739,265,215.7,9,5.9,40.1,35.1,84.3,94.3,8.9,45.9,5.8,110.3,26,59.3,70,67,12.95,3.9,7.715,20,0,114.7,111.3,161.3,125.8,8.4,9.5,90,100,100,100,56,56,67,57.69,62.78,68.24,63.31,142.1,64.05,-16.48,cf1
58.35,58.5,49.28,49.1,70.02,69.8,78.57,78.3,75.84,69.99,56.93,58.48,94.67,30.21,64.75,-0.282,80.74,68.12,13.77,1.154,59.75,4.751,0.74,265.6,213.8,9,5.6,40.1,35.1,84,93.8,8.9,45.9,5.8,110.3,26,58.7,70,67,10.77,3.236,7.715,20,0,114.2,110.7,158.8,123,8.6,9.4,90,100,100,100,56,56,67,57.69,62.78,68.36,63.31,142.4,65.4,-13.84,cf1
58.35,58.3,49.28,49.1,70.02,69.7,78.49,78.3,75.88,69.99,56.93,58.48,93.38,28.73,64.93,-0.2808,81.49,68.76,13.9,1.164,60.01,4.774,0.7364,264.5,215.8,9.3,6,40,35,84.3,94.3,8.8,45.8,5.5,110.1,26.3,59.2,70,67,18.22,5.55,7.715,20,0,113.8,110.3,161.3,125.4,8.5,9,90,100,100,100,56,56,67,57.69,62.82,68.4,63.39,134.4,66.54,-15.58,cf1
58.31,58.5,49.28,49.1,70.02,69.7,78.53,78.3,75.84,69.95,56.93,58.48,94.28,29.77,65.24,-0.7349,80.96,68.62,13.87,1.529,59.92,4.751,0.7401,265.7,215.4,9,5.5,40.3,35.3,83.8,93.3,8.6,45.8,5.8,110.3,26.5,58.2,70,67,13.1,3.952,7.715,20,0,113.3,109.8,163.8,124,8.5,9.2,90,100,100,100,56,56,67,57.41,62.62,68.4,63.39,137.1,66.41,-13.76,cf1
58.22,58.5,49.2,49.1,69.85,69.7,78.37,78.1,75.68,69.83,56.85,58.44,93.71,29.59,64.4,-0.2798,81.39,68.98,14.31,1.906,59.7,4.794,0.7335,264.1,216.5,9,5.9,40,35,84,93.8,8.6,45.6,5.6,109.8,26.1,58.8,70,67,16.38,4.972,7.715,20,0,112.9,109.4,157.3,121.4,8.4,9.4,90,100,100,100,56,56,67,56.92,62.21,68.15,63.22,134.2,69.67,-18.8,cf1
